run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR27937204,SAMN39911791,7714,Genome sequencing of X. hortorum pv. hederae WHRI 7714,2024-02-11,United Kingdom,Xanthomonas hortorum pv. hederae,207578226;207659597,979850700,3266169,SPG8-MG1_B3,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/004/SRR27937204/SRR27937204_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/004/SRR27937204/SRR27937204_2.fastq.gz']","208 MB, 208 MB files; 3.3 million reads; 979.9 million sequenced bases"
SRR27937209,SAMN39911787,8097,Genome sequencing of X. hortorum pv. hederae WHRI 8097,2024-02-11,United Kingdom,Xanthomonas hortorum pv. hederae,195939377;196062981,927265500,3090885,SPG8-MG1_F4,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/009/SRR27937209/SRR27937209_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/009/SRR27937209/SRR27937209_2.fastq.gz']","196 MB, 196 MB files; 3.1 million reads; 927.3 million sequenced bases"
SRR27937217,SAMN39911800,7734A,Genome sequencing of X. hortorum pv. hederae WHRI 7734A,2024-02-11,United Kingdom,Xanthomonas hortorum pv. hederae,182872978;183014812,866099400,2886998,SPG8-MG1_E8,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/017/SRR27937217/SRR27937217_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/017/SRR27937217/SRR27937217_2.fastq.gz']","183 MB, 183 MB files; 2.9 million reads; 866.1 million sequenced bases"
SRR27937225,SAMN39911788,5690,Genome sequencing of X. hortorum pv. hederae WHRI 5690,2024-02-11,United Kingdom,Xanthomonas hortorum pv. hederae,197800668;197834418,938757900,3129193,SPG8-MG1_D10,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/025/SRR27937225/SRR27937225_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR279/025/SRR27937225/SRR27937225_2.fastq.gz']","198 MB, 198 MB files; 3.1 million reads; 938.8 million sequenced bases"
SRR28281121,SAMN40354505,MG1_SGP8_G2_8300,Genome sequencing of Xanthomonas vesicatoria strain WHRI 8300,2024-03-10,Canada,Xanthomonas vesicatoria,196160397;196210487,928599900,3095333,MG1_SGP8_G2_8300,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/021/SRR28281121/SRR28281121_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/021/SRR28281121/SRR28281121_2.fastq.gz']","196 MB, 196 MB files; 3.1 million reads; 928.6 million sequenced bases"
SRR28281414,SAMN40354539,MG1_SGP8_C12_10264,Microbe sample from Xanthomonas citri pv. citri,2024-03-10,USA,Xanthomonas citri pv. citri,191692482;191812354,909576300,3031921,MG1_SGP8_C12_10264,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/014/SRR28281414/SRR28281414_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/014/SRR28281414/SRR28281414_2.fastq.gz']","192 MB, 192 MB files; 3.0 million reads; 909.6 million sequenced bases"
SRR28281415,SAMN40354538,MG1_SGP8_C11_10263,Microbe sample from Xanthomonas citri pv. fuscans,2024-03-10,Not collected,Xanthomonas citri pv. fuscans,201314920;201428923,953717700,3179059,MG1_SGP8_C11_10263,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/015/SRR28281415/SRR28281415_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/015/SRR28281415/SRR28281415_2.fastq.gz']","201 MB, 201 MB files; 3.2 million reads; 953.7 million sequenced bases"
SRR28281424,SAMN40354566,MG1_SGP8_G5_8338,Microbe sample from Xanthomonas sp. WHRI 8338,2024-03-10,Canada,Xanthomonas sp. WHRI 8338,7855785;10085286,86891100,289637,MG1_SGP8_G5_8338,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/024/SRR28281424/SRR28281424_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/024/SRR28281424/SRR28281424_2.fastq.gz']","8 MB, 10 MB files; 0.3 million reads; 86.9 million sequenced bases"
SRR28281426,SAMN40354564,MG1_SGP8_D8_7065,Microbe sample from Xanthomonas sp. WHRI 7065,2024-03-10,United Kingdom,Xanthomonas sp. WHRI 7065,171522674;171738179,827510700,2758369,MG1_SGP8_D8_7065,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/026/SRR28281426/SRR28281426_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/026/SRR28281426/SRR28281426_2.fastq.gz']","172 MB, 172 MB files; 2.8 million reads; 827.5 million sequenced bases"
SRR28281428,SAMN40354562,MG1_SGP8_D4_7004,Microbe sample from Xanthomonas arboricola,2024-03-10,United Kingdom,Xanthomonas arboricola,170664803;170800453,824253900,2747513,MG1_SGP8_D4_7004,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/028/SRR28281428/SRR28281428_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/028/SRR28281428/SRR28281428_2.fastq.gz']","171 MB, 171 MB files; 2.7 million reads; 824.3 million sequenced bases"
SRR28281430,SAMN40354560,MG1_SGP8_C5_6229A,Microbe sample from Xanthomonas hortorum,2024-03-10,Kenya,Xanthomonas hortorum,201813036;201887883,952651500,3175505,MG1_SGP8_C5_6229A,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/030/SRR28281430/SRR28281430_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/030/SRR28281430/SRR28281430_2.fastq.gz']","202 MB, 202 MB files; 3.2 million reads; 952.7 million sequenced bases"
SRR28281431,SAMN40354533,MG1_SGP8_A12_5648,Microbe sample from Xanthomonas hortorum pv. pelargonii,2024-03-10,United Kingdom,Xanthomonas hortorum pv. pelargonii,199582950;199718248,944810700,3149369,MG1_SGP8_A12_5648,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/031/SRR28281431/SRR28281431_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/031/SRR28281431/SRR28281431_2.fastq.gz']","200 MB, 200 MB files; 3.1 million reads; 944.8 million sequenced bases"
SRR28281434,SAMN40354557,MG1_SGP8_C2_6104,Microbe sample from Xanthomonas citri,2024-03-10,South Africa,Xanthomonas citri,197912785;197991581,937416000,3124720,MG1_SGP8_C2_6104,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/034/SRR28281434/SRR28281434_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/034/SRR28281434/SRR28281434_2.fastq.gz']","198 MB, 198 MB files; 3.1 million reads; 937.4 million sequenced bases"
SRR28281436,SAMN40354555,MG1_SGP8_B12_6029A,Microbe sample from Xanthomonas hortorum,2024-03-10,United Kingdom,Xanthomonas hortorum,196764544;196839640,931097400,3103658,MG1_SGP8_B12_6029A,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/036/SRR28281436/SRR28281436_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/036/SRR28281436/SRR28281436_2.fastq.gz']","197 MB, 197 MB files; 3.1 million reads; 931.1 million sequenced bases"
SRR28281440,SAMN40354551,MG1_SGP8_B5_5708,Microbe sample from Xanthomonas arboricola,2024-03-10,United Kingdom,Xanthomonas arboricola,195936085;195980907,932794800,3109316,MG1_SGP8_B5_5708,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/040/SRR28281440/SRR28281440_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/040/SRR28281440/SRR28281440_2.fastq.gz']","196 MB, 196 MB files; 3.1 million reads; 932.8 million sequenced bases"
SRR28281442,SAMN40354532,MG1_SGP8_A11_5644,Microbe sample from Xanthomonas hortorum pv. pelargonii,2024-03-10,United Kingdom,Xanthomonas hortorum pv. pelargonii,201634021;201823198,954316500,3181055,MG1_SGP8_A11_5644,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/042/SRR28281442/SRR28281442_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/042/SRR28281442/SRR28281442_2.fastq.gz']","202 MB, 202 MB files; 3.2 million reads; 954.3 million sequenced bases"
SRR28281443,SAMN40354549,MG1_SGP8_B2_5689A,Microbe sample from Xanthomonas hortorum,2024-03-10,United Kingdom,Xanthomonas hortorum,191279657;191369764,907920000,3026400,MG1_SGP8_B2_5689A,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/043/SRR28281443/SRR28281443_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/043/SRR28281443/SRR28281443_2.fastq.gz']","191 MB, 191 MB files; 3.0 million reads; 907.9 million sequenced bases"
SRR28281444,SAMN40354548,MG1_SGP8_B1_5649,Microbe sample from Xanthomonas hortorum pv. pelargonii,2024-03-10,United Kingdom,Xanthomonas hortorum pv. pelargonii,169784372;169869747,813271500,2710905,MG1_SGP8_B1_5649,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/044/SRR28281444/SRR28281444_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/044/SRR28281444/SRR28281444_2.fastq.gz']","170 MB, 170 MB files; 2.7 million reads; 813.3 million sequenced bases"
SRR28281448,SAMN40354544,MG1_SGP8_A6_5635,Microbe sample from Xanthomonas hortorum pv. pelargonii,2024-03-10,United Kingdom,Xanthomonas hortorum pv. pelargonii,205402160;205496973,968479200,3228264,MG1_SGP8_A6_5635,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/048/SRR28281448/SRR28281448_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/048/SRR28281448/SRR28281448_2.fastq.gz']","205 MB, 205 MB files; 3.2 million reads; 968.5 million sequenced bases"
SRR28281454,SAMN40354530,SGP7_H3_5232,Microbe sample from Xanthomonas citri pv. malvacearum,2024-03-10,Sudan,Xanthomonas citri pv. malvacearum,182040383;182059639,870596400,2901988,SGP7_H3_5232,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/054/SRR28281454/SRR28281454_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/054/SRR28281454/SRR28281454_2.fastq.gz']","182 MB, 182 MB files; 2.9 million reads; 870.6 million sequenced bases"
SRR28289736,SAMN40300951,10204,Microbe sample from Xanthomonas sp. WHRI 10204,2024-03-17,United Kingdom,Xanthomonas sp. WHRI 10204,179934802;180009148,858782400,2862608,SGP7_E6,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/036/SRR28289736/SRR28289736_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/036/SRR28289736/SRR28289736_2.fastq.gz']","180 MB, 180 MB files; 2.9 million reads; 858.8 million sequenced bases"
SRR30284785,SAMN40354541,MG1_SGP8_C7_5233,Microbe sample from Xanthomonas oryzae pv. oryzae,2024-08-23,India,Xanthomonas oryzae pv. oryzae,413035397,440874524,63545,5233_nanopore,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/085/SRR30284785/SRR30284785_1.fastq.gz'],413 MB files; 0.1 million reads; 440.9 million sequenced bases
SRR30293559,SAMN40354540,MG1_SGP8_A3_3810A,Microbe sample from Xanthomonas hortorum,2024-08-23,Portugal,Xanthomonas hortorum,611441384,651391817,92617,MG1_3810A_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/059/SRR30293559/SRR30293559_1.fastq.gz'],611 MB files; 0.1 million reads; 651.4 million sequenced bases
SRR30293561,SAMN40354539,MG1_SGP8_C12_10264,Microbe sample from Xanthomonas citri pv. citri,2024-08-23,USA,Xanthomonas citri pv. citri,1313016388,1407884350,206601,MG1_NCPPB_4590_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/061/SRR30293561/SRR30293561_1.fastq.gz'],1 GB files; 0.2 million reads; 1407.9 million sequenced bases
SRR30293568,SAMN40354506,MG1_SGP8_G3_8301Rx,Genome sequencing of Xanthomonas euvesicatoria strain WHRI 8301,2024-08-23,USA,Xanthomonas euvesicatoria,630036642,669863139,100657,MG1_8301Rx_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/068/SRR30293568/SRR30293568_1.fastq.gz'],630 MB files; 0.1 million reads; 669.9 million sequenced bases
SRR30293570,SAMN39911787,8097,Genome sequencing of X. hortorum pv. hederae WHRI 8097,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,1462109155,1544278513,320903,MG1_8097_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/070/SRR30293570/SRR30293570_1.fastq.gz'],1 GB files; 0.3 million reads; 1544.3 million sequenced bases
SRR30293571,SAMN39911786,8090,Genome sequencing of X. hortorum pv. hederae WHRI 8090,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,1019746162,1081932466,179703,MG1_8090_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/071/SRR30293571/SRR30293571_1.fastq.gz'],1 GB files; 0.2 million reads; 1081.9 million sequenced bases
SRR30293572,SAMN39911805,7747Rx,Genome sequencing of X. hortorum pv. hederae WHRI 7747,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,1359866902,1454633926,217323,MG1_7747Rx_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/072/SRR30293572/SRR30293572_1.fastq.gz'],1 GB files; 0.2 million reads; 1454.6 million sequenced bases
SRR30293574,SAMN40354565,MG1_SGP8_F2_7742,Microbe sample from Xanthomonas hortorum,2024-08-23,Not collected,Xanthomonas hortorum,366645474,391774821,47237,MG1_7742_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/074/SRR30293574/SRR30293574_1.fastq.gz'],367 MB files; 0.0 million reads; 391.8 million sequenced bases
SRR30293575,SAMN39911803,7738B,Genome sequencing of X. hortorum pv. hederae WHRI 7738B,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,945112900,1002679797,182814,MG1_7738B_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/075/SRR30293575/SRR30293575_1.fastq.gz'],945 MB files; 0.2 million reads; 1002.7 million sequenced bases
SRR30293579,SAMN39911799,7733A,Genome sequencing of X. hortorum pv. hederae WHRI 7733A,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,1608250812,1696361658,376778,MG1_7733A_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/079/SRR30293579/SRR30293579_1.fastq.gz'],2 GB files; 0.4 million reads; 1696.4 million sequenced bases
SRR30293584,SAMN39911795,7726B,Genome sequencing of X. hortorum pv. hederae WHRI 7726B,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,867864596,923014877,144120,MG1_7726B_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/084/SRR30293584/SRR30293584_1.fastq.gz'],868 MB files; 0.1 million reads; 923.0 million sequenced bases
SRR30293585,SAMN39911794,7724B,Genome sequencing of X. hortorum pv. hederae WHRI 7724B,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,430283803,460052780,48832,MG1_7724B_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/085/SRR30293585/SRR30293585_1.fastq.gz'],430 MB files; 0.0 million reads; 460.1 million sequenced bases
SRR30293586,SAMN39911793,7722,Genome sequencing of X. hortorum pv. hederae WHRI 7722,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,1402583693,1486545913,286377,MG1_7722_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/086/SRR30293586/SRR30293586_1.fastq.gz'],1 GB files; 0.3 million reads; 1486.5 million sequenced bases
SRR30293589,SAMN39911791,7714,Genome sequencing of X. hortorum pv. hederae WHRI 7714,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,564631194,598692574,97859,MG1_7714_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/089/SRR30293589/SRR30293589_1.fastq.gz'],565 MB files; 0.1 million reads; 598.7 million sequenced bases
SRR30293590,SAMN39911806,7219,Genome sequencing of X. hortorum pv. hederae WHRI 7219,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,673748006,713523352,119633,MG1_7219_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/090/SRR30293590/SRR30293590_1.fastq.gz'],674 MB files; 0.1 million reads; 713.5 million sequenced bases
SRR30293593,SAMN39911785,7185,Genome sequencing of X. hortorum pv. hederae WHRI 7185,2024-08-23,,Xanthomonas hortorum pv. hederae,1264758598,1338282526,260561,MG1_7185_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/093/SRR30293593/SRR30293593_1.fastq.gz'],1 GB files; 0.3 million reads; 1338.3 million sequenced bases
SRR30293594,SAMN40354564,MG1_SGP8_D8_7065,Microbe sample from Xanthomonas sp. WHRI 7065,2024-08-23,United Kingdom,Xanthomonas sp. WHRI 7065,1543715161,1654646189,283137,MG1_7065Rx_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/094/SRR30293594/SRR30293594_1.fastq.gz'],2 GB files; 0.3 million reads; 1654.6 million sequenced bases
SRR30293595,SAMN40354563,MG1_SGP8_D7_7064,Microbe sample from Xanthomonas sp. WHRI 7064,2024-08-23,United Kingdom,Xanthomonas sp. WHRI 7064,606040061,654281612,72113,MG1_7064Rx_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/095/SRR30293595/SRR30293595_1.fastq.gz'],606 MB files; 0.1 million reads; 654.3 million sequenced bases
SRR30293598,SAMN40354561,MG1_SGP8_A1_64A,Microbe sample from Xanthomonas dyei,2024-08-23,United Kingdom,Xanthomonas dyei,901495631,954752049,186605,MG1_64A_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/098/SRR30293598/SRR30293598_1.fastq.gz'],901 MB files; 0.2 million reads; 954.8 million sequenced bases
SRR30293600,SAMN40354559,MG1_SGP8_C4_6108,Microbe sample from Xanthomonas sp. WHRI 6108,2024-08-23,South Africa,Xanthomonas sp. WHRI 6108,1117871356,1203251193,160895,MG1_6108Rx_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/000/SRR30293600/SRR30293600_1.fastq.gz'],1 GB files; 0.2 million reads; 1203.3 million sequenced bases
SRR30293603,SAMN40354557,MG1_SGP8_C2_6104,Microbe sample from Xanthomonas citri,2024-08-23,South Africa,Xanthomonas citri,1091096949,1156523259,245872,MG1_6104_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/003/SRR30293603/SRR30293603_1.fastq.gz'],1 GB files; 0.2 million reads; 1156.5 million sequenced bases
SRR30293605,SAMN40354555,MG1_SGP8_B12_6029A,Microbe sample from Xanthomonas hortorum,2024-08-23,United Kingdom,Xanthomonas hortorum,758018222,803197732,142597,MG1_6029A_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/005/SRR30293605/SRR30293605_1.fastq.gz'],758 MB files; 0.1 million reads; 803.2 million sequenced bases
SRR30293606,SAMN39911784,5993,Genome sequencing of X. hortorum pv. hederae WHRI 5993,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,649907562,686374704,151899,MG1_5993_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/006/SRR30293606/SRR30293606_1.fastq.gz'],650 MB files; 0.2 million reads; 686.4 million sequenced bases
SRR30293609,SAMN40354552,MG1_SGP8_B6_5726,Microbe sample from Xanthomonas hortorum pv. pelargonii,2024-08-23,United Kingdom,Xanthomonas hortorum pv. pelargonii,575863373,616065852,76289,MG1_5726_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/009/SRR30293609/SRR30293609_1.fastq.gz'],576 MB files; 0.1 million reads; 616.1 million sequenced bases
SRR30293610,SAMN40354551,MG1_SGP8_B5_5708,Microbe sample from Xanthomonas arboricola,2024-08-23,United Kingdom,Xanthomonas arboricola,1352593520,1435413135,311813,MG1_5708_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/010/SRR30293610/SRR30293610_1.fastq.gz'],1 GB files; 0.3 million reads; 1435.4 million sequenced bases
SRR30293612,SAMN39911788,5690,Genome sequencing of X. hortorum pv. hederae WHRI 5690,2024-08-23,United Kingdom,Xanthomonas hortorum pv. hederae,411002739,440232476,44508,MG1_5690_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/012/SRR30293612/SRR30293612_1.fastq.gz'],411 MB files; 0.0 million reads; 440.2 million sequenced bases
SRR30293614,SAMN40354549,MG1_SGP8_B2_5689A,Microbe sample from Xanthomonas hortorum,2024-08-23,United Kingdom,Xanthomonas hortorum,592560179,632137562,88308,MG1_5689A_August_2024,WGS,GENOMIC,SINGLE,OXFORD_NANOPORE,PromethION,Genome sequencing of miscellaneous Xanthomonas from WHRI collection,['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/014/SRR30293614/SRR30293614_1.fastq.gz'],593 MB files; 0.1 million reads; 632.1 million sequenced bases
